,P_I_eq,U_I_eq,P_pcr_pos_index_HH,U_pcr_pos_index_HH,P_pcr_pos_neighbours,U_pcr_pos_neighbours,P_nu_index_HH,U_nu_index_HH,P_nu_neighbours,U_nu_neighbours
0,0.01597695021175807,0.014928035381563771,0.0448970520510049,0.11052879702674237,0.011089914536566643,0.014922514663207832,7.176278335376416,6.3511676246628275,20.040311385501905,17.962160936067026
1,0.00869741835034897,0.014928959739539158,0.03826984603353081,0.11569197913970489,0.006361905837473519,0.01670906007450766,7.306541157057247,6.2638436527890455,20.83915285984698,18.41319400450168
2,0.014606716771261512,0.016424418966242447,0.040143372674516196,0.11548671324591525,0.012313620669036329,0.013650936722059201,6.739555418693223,5.89693769021387,19.97079972484446,17.67662677629152
3,0.014148900990394106,0.010159288531960537,0.03281593348745381,0.10848327336448149,0.009188838839946922,0.014233260724012922,6.944771002899747,6.085285999439269,19.905303481808314,18.80705492127109
4,0.010952526938208968,0.01111150527357372,0.026762395933502426,0.10967183667546342,0.011525113304674805,0.01740045813748481,6.9516337171422355,6.48153222143878,20.93294999092502,19.01586762188369
5,0.0112141824247732,0.015121000675970945,0.04313959482876658,0.10854296399325568,0.01171410072082011,0.014542735377196822,7.196143609628648,6.285863561499705,20.23804004706356,18.677315522728293
6,0.015672576109549592,0.012357927193067567,0.054345626563456324,0.11216488372974864,0.011104836453971702,0.020850167429981074,7.171044466376437,6.191648854919399,19.993690149635558,17.73018056388005
7,0.013419363150191278,0.01111150922996214,0.031246641186619184,0.1143656051803577,0.013811166208331671,0.01722340265541525,6.9057309621758325,6.759691022905805,20.45566111642854,18.524420884364098
8,0.014291246893015632,0.011585837548682736,0.03761887013853299,0.11889341461041028,0.011059558701526213,0.013953408636646503,6.941610207066512,6.371446343895561,19.78964360401328,18.072521343936074
9,0.013879047494465167,0.00961802339579668,0.027311085330597652,0.12045642614306652,0.013360897804073906,0.013733360279231785,6.568241994261934,6.306318432417946,20.84129150063599,17.82828371290378
10,0.013883155192011692,0.008397701639966282,0.0462018021917623,0.12295600093031459,0.00724023725865235,0.01665268400913196,6.644854683754369,6.15557543896467,20.187554030059054,17.902962145560156
11,0.014343318600083555,0.008197220585342852,0.028659453506904006,0.13337805115149276,0.011846268483097432,0.018484517671245534,7.149983193273689,6.319423088122056,20.002032716708367,18.42350398795566
12,0.012800870645179471,0.013001970959318586,0.042119571339822984,0.15102631496607344,0.014858958427779336,0.015218075212467352,7.0657616681874895,6.076985009910069,20.046725728897506,18.7360279202567
13,0.018042252119998287,0.014541820843226114,0.039769386107469745,0.14519081556049185,0.011448708338717984,0.014694798898973927,6.820887527766537,5.972532439831254,19.822194961766726,18.227336257056894
14,0.014560334120341351,0.011642493448319809,0.03948296673683757,0.13741170168504024,0.012177821775679276,0.021739193890573848,7.00597827782437,6.091994910154023,20.71715138453923,18.137796243936815
15,0.014235684644533673,0.014346161852931522,0.05874997785877221,0.13110666013592695,0.008648299212464506,0.014093515848018023,7.270743658421928,6.323890292190858,20.210810127209577,18.433451367862315
16,0.010753985875005872,0.011438408171556402,0.04703326942350705,0.12485510780339569,0.010540360418921303,0.014591825592045754,7.211182839306752,5.896167225652885,20.71889062097881,17.37139326732005
17,0.013391189208345538,0.01040642955181275,0.054114460570800535,0.13763686462085847,0.011109754263686064,0.014864803106675312,7.20802389873767,6.522314820090175,20.194801605967236,18.346810044787688
18,0.014215318598575638,0.012120750703529538,0.04662413731955832,0.13689648197778065,0.011952084665734069,0.014850412266893006,7.037886033659357,6.284124531061185,19.833950752662464,18.099420931142117
19,0.01278758752029178,0.01053632748658004,0.03379289673501184,0.10635527721100761,0.014414272195795183,0.015986127391058744,6.922233294384826,6.277599848278101,20.338647868772465,18.89488903962894
20,0.012916489584976916,0.010929661934195043,0.032969243117859426,0.1182394484571606,0.0072838253197603986,0.009627070183342424,6.9376879986052,6.174202331177866,19.980512637067942,18.43034649936984
21,0.011286123839255844,0.012673414751950015,0.04478193522351249,0.11929746807905364,0.010652312361316165,0.016409607608039136,6.6835947311438195,6.0257821958311215,20.57080864692644,18.68997591555064
22,0.018426108345691146,0.010366805601074927,0.03747388055603042,0.11631258554428008,0.01439304029824275,0.020196815170064726,7.386714251512245,6.116714095462917,20.842155902430843,17.619697571713267
23,0.016860004575889223,0.009510737451252737,0.041175453358754506,0.153899592492598,0.008213657880789897,0.01392786402448844,7.098300164718482,6.48689577097338,20.413554596348416,18.105962915078873
24,0.014097535367175429,0.008296074924369623,0.06654639078210027,0.11787392138973879,0.013303946058897781,0.009873641074128175,7.33299312657491,6.17970431871013,20.80367196323685,18.96204528614312
25,0.016777235491530144,0.009761909071021261,0.05216470898602135,0.1073955718714409,0.009121421529132945,0.014241452456793752,6.9532603121260035,6.500601277439254,20.16465235443733,17.26377411545234
26,0.01588150946023509,0.011250929902577046,0.037992617705095995,0.10147232625122007,0.015471487969159488,0.017566097320154513,7.3217745269857035,6.208268621394113,20.816288637623938,17.561806481647594
27,0.012647260652915403,0.015213713424837585,0.038374032092761544,0.12920980756396094,0.018667958424022447,0.018737465860584918,7.393554860049873,6.209252439516801,20.571973220662155,18.31497330907405
28,0.016085096950713782,0.010409840226028389,0.035208735578199674,0.1062752558235275,0.014174265899575185,0.013975376002800726,7.235127875023031,6.460210954656016,20.27787986387047,18.41224534075499
29,0.01595160663733877,0.008901179577078477,0.06019427208593693,0.129067613157096,0.007775156495241622,0.013892887095833792,7.12991596700443,6.165969040420677,19.375546633240702,17.653142350133
30,0.017633538184601047,0.012751456130024447,0.03884871750770482,0.12948708409231408,0.008760508310907814,0.013525767758253999,7.008888751003499,6.309628323160609,21.375297075740303,18.474446472397425
31,0.012963708752058361,0.012016120592783144,0.07183269568094684,0.10311776149314363,0.010540373790989559,0.009873203842839842,7.1049112175985565,6.012587058549041,20.45725006919241,18.357234505904792
32,0.015085094792867333,0.008872624309968723,0.06108486412511765,0.11646200943267365,0.007775380206852822,0.01695645016283154,6.947626825454949,6.337079416261677,20.16726426334886,18.7016777001084
33,0.010867918831643184,0.01154050155838111,0.029718176947701628,0.10846489679478674,0.012149295957927431,0.0164664978920365,7.345405084440726,6.165483623701543,19.880914963805637,18.71366126622052
34,0.015631410851153608,0.012704244082516065,0.05049163470176594,0.1292615671221744,0.010206510088247217,0.02072108813919159,7.046121912228171,5.973770473449081,19.53089862066952,18.428594976202145
35,0.017243551738589775,0.010280716513936316,0.027053048959806193,0.12110961845872369,0.009871308527695051,0.012687818700062074,7.213662228661242,6.163356550599884,19.487682479112415,17.06898004703752
36,0.012958065086369942,0.009332885224155475,0.04174166601550045,0.13147873609928404,0.010125309760976631,0.020069357584773552,7.256641489915681,5.9338049229218335,19.69708402058763,17.41171194682765
37,0.01091707409823385,0.013930183123478618,0.04295149249400891,0.10210452093018771,0.008830652857703371,0.014588711853002596,6.790600646544612,6.247709813888579,20.155059588878323,17.180880853253854
38,0.015947374451517934,0.014673363698738298,0.03713090495695122,0.13040910145127618,0.014026940738141303,0.01807723239584359,6.81446177372503,6.443106644745942,20.15556648822786,17.43265257856814
39,0.00970470712565464,0.012596606303798974,0.05140876575730057,0.12066616276306227,0.012003786971650639,0.01668902347886309,7.435149941533272,6.432274478319735,20.445610389280237,17.78011722333125
40,0.010108918451345691,0.00939219647907252,0.04308746411844795,0.1195280817987582,0.009965344438907531,0.014008465009183546,6.481406083255593,6.352777992219643,20.55992959866637,18.3183279108629
41,0.012934010684314674,0.011219102923945424,0.031005997428068602,0.1140071470546551,0.01253973386855313,0.01836840419519571,7.136202462210735,6.169411709287674,19.88429725259122,18.102434567560138
42,0.012739002215200513,0.01360642591916244,0.05764536636522619,0.10590409103923046,0.008798309377908424,0.016258083050461766,7.1927549522433605,6.181934327989128,20.097885131881206,18.198496018259945
