,P_I_eq,U_I_eq,P_pcr_pos_index_HH,U_pcr_pos_index_HH,P_pcr_pos_neighbours,U_pcr_pos_neighbours,P_nu_index_HH,U_nu_index_HH,P_nu_neighbours,U_nu_neighbours
43,0.01469028801264904,0.013277244927765604,0.03855974327954435,0.1169097050813792,0.01242769716836444,0.014375991590078003,7.516046410415524,6.105937452745646,20.950533436621768,18.807496721575834
44,0.01192565632284777,0.012820125514595096,0.04676924912412626,0.1316271143427027,0.009550955665938245,0.018922440763589562,6.781509185962827,6.200822862799502,20.38215548017604,17.874554159950982
45,0.014236995355656472,0.00991639132680101,0.04632935900510963,0.11451821735204737,0.012118067533939608,0.020306187707751302,7.320211003489844,6.354533277639249,19.875475143833256,18.569904590989694
46,0.017624722614777436,0.01249052068778043,0.05464684211010751,0.11404875366809172,0.011437297069264545,0.013903246800899586,7.235168700501419,6.517383485979605,20.936361310795903,18.674873666224272
47,0.013133438374730728,0.012819357624758535,0.03940990430525287,0.10610160070750874,0.014362450407224522,0.014824768420711999,7.1895467702253315,6.356136972344571,19.850594892087305,18.398278781865894
48,0.0156399712573198,0.011874387904055405,0.02414334731487885,0.10478628552438714,0.009109583751519802,0.019643013765995955,6.543806841438269,6.389782879518231,19.885249039649125,18.80177374741087
49,0.011541784847476632,0.011131082516341309,0.03053634408546636,0.12545263706398888,0.01072193173943957,0.020355974061689965,6.982459115655174,6.358163342776062,20.893062358019307,18.04614810359459
50,0.012695233371720927,0.00926553581800939,0.02821583169534309,0.11773133995928743,0.01690777931605582,0.014223781710801056,6.758528153646048,6.1387149791677285,20.81550465591265,18.487854890778852
51,0.01516354511340379,0.010861466526986682,0.04328303303089548,0.1165278691254967,0.020516613279257644,0.01522394620725778,7.37316376573347,6.478804619997818,20.173309945431413,18.16642642839835
52,0.013491707726816087,0.014776720080147682,0.03367949651829825,0.12218350855695204,0.008573076485041754,0.013796807308436892,6.978748793759665,6.231696655565771,20.0319711636188,18.399437853302704
53,0.01466108007026497,0.013547917861623394,0.03778086934187736,0.10436908051231235,0.009733077902800535,0.014626859328600807,6.838360502628725,6.135820398985748,20.287294798204623,17.580467103344205
54,0.012206584610323493,0.011670399406810306,0.05626209375433003,0.10760724062402426,0.010229051860963729,0.017759742853445844,6.7346256166225835,6.433830444519069,19.94919883066561,19.211338857048982
55,0.013697011448291056,0.008813272475823575,0.04566837875694901,0.11518531385099158,0.007756962071838105,0.01714489768067096,7.01295133643939,6.346186659490997,20.5064639676091,18.74921549899736
56,0.012047700898261883,0.013021865844164399,0.04396682272995396,0.11670538523464499,0.010690706760710047,0.020997094285061132,6.794928895798755,6.343220246971021,19.832137792620554,18.107931302688534
57,0.013566015349670859,0.01322569025267343,0.04109736934492345,0.13072808143770223,0.013648862159708845,0.013517109507415179,6.914081161603364,5.847537216722684,21.08534699137945,18.016381512822928
58,0.013828195092326091,0.008155881599999956,0.04245458658759246,0.10339603752910993,0.007723876071625449,0.01406287901317274,7.178585974566243,6.434638894982501,20.50639555110927,16.155040839117827
59,0.014565053374012888,0.009945173087181224,0.056324994728399164,0.10366955005989405,0.01021489876238069,0.01636745645539473,6.741035470292374,6.378921203518683,20.21139346587711,18.83193124471269
60,0.01572663866145122,0.012832953187233563,0.04103656185802159,0.12060186757964338,0.009226116825099474,0.014788510081277852,6.889474382005857,6.336318248083988,20.294643861698248,18.43606404594168
61,0.019292275076452228,0.012624553706448924,0.04341894808702648,0.0992106386816095,0.012361321331082554,0.013844243820132827,6.692027472406009,5.879636273429463,20.603203775710497,18.525027364548926
62,0.017802504552274587,0.010527055421224578,0.056239781851465394,0.11487210135594121,0.010278615010978319,0.014472149705155753,7.297515818520584,6.183140332876018,19.657652459183257,18.912976916748473
63,0.017226685044732407,0.013867867956215064,0.046535053263427835,0.1220166147736588,0.0057366108388319835,0.011310478387149308,7.053019038765675,6.053423067875391,20.8759941961117,17.542882964722736
64,0.013693780219832632,0.01368260379278407,0.034698266627268874,0.11840336201759463,0.009937937813532147,0.01673147563652312,7.033022250774121,6.782201806469257,20.66830271683604,19.154576232874884
65,0.012703523923274578,0.014140176563879905,0.04353092618072478,0.12547181556287276,0.008650930714122979,0.023285985337163303,6.622254565933307,5.79588235994976,20.171861925417026,18.188644096359997
66,0.01472384845911816,0.008606035133880882,0.049845467789589766,0.10840864835780732,0.007379430367751432,0.016957143183985213,6.9632375500659895,5.94656968570357,19.08598287328646,18.182873287804366
67,0.017793500689102636,0.013042623923090822,0.050127163066033924,0.12836171800899096,0.008524019908885438,0.013850308700767835,6.738772254996054,6.390907538232768,19.940870258081436,19.395490620115424
68,0.01706019452183449,0.014467193546079376,0.04670101025942758,0.10234819634717697,0.013563748622736882,0.012715950886599598,7.300525812775783,6.060968832991686,20.604638939214084,17.263478465009694
69,0.015021332833472891,0.008138535119473255,0.03810002190847188,0.10906241068002663,0.008816182939098206,0.016989544399882397,7.213958776608862,6.144773701375049,21.234648594001733,18.05309277658106
70,0.01965863525077029,0.011999842823427986,0.04191541556130555,0.12106027104975578,0.008497803901584878,0.015624878872239486,6.9358956254786825,6.033004040677579,20.283323451512036,17.832263754744478
71,0.013783470145204613,0.010802928735016735,0.05023362815116694,0.11431186894775519,0.007476846005585852,0.022937910498818152,7.079031118422121,6.109995044392631,20.242563821823495,17.992434679036535
72,0.012820910597359802,0.013086111386331506,0.04901121410241139,0.1238512652960447,0.0048330150603432855,0.012259028164691783,7.039537085845315,6.413852450276219,19.602635881400957,17.77175759530404
73,0.011357364673945635,0.010794376874278894,0.04177480478977524,0.15293606195696546,0.014835925115326517,0.013374239069113775,7.532087651905502,6.5092131461663385,19.83009142432691,18.986092559075715
74,0.018650822004213488,0.012025706352880902,0.03849022883547732,0.11954778824359996,0.010814966966703794,0.01304788945407524,6.833087338081683,6.209024755725268,19.968549042172224,18.558930319129082
75,0.010309386781588924,0.012084148817266705,0.04406577629841229,0.12022921537308942,0.00944210633999178,0.0157834166647548,7.108002848426311,6.68194222018606,20.851189292430995,18.1553233797586
76,0.017077761551212253,0.011442975489112406,0.052063957210898626,0.14816078988766193,0.009228516115840834,0.014287077835894996,6.7178083427550535,6.053974423065378,20.62504537082739,17.785431064841784
77,0.011773231764863567,0.0115725643099911,0.0782565476047709,0.1305010166866539,0.009148050136428556,0.018851856262380815,7.1855440538012445,6.429368100867914,19.5548213168218,17.427904890043155
78,0.012951790799336883,0.013902673405054682,0.05077992240524476,0.10867367588250174,0.007287902042195336,0.022270143307758273,7.0833964844490325,6.107883100232963,19.934079742783876,18.321746622811467
79,0.019550904657576605,0.009317490426562514,0.04506366348033167,0.1193236188404302,0.01545520053859138,0.0183691064152349,7.194449211130949,5.855800995446651,19.843421626063535,17.53244033656906
80,0.010619572696441695,0.010907753497367364,0.04339284548953652,0.13592876533660475,0.010740226619773235,0.0105456204735737,7.128065110552077,6.3356336564833935,20.04397536090248,17.800119895529207
81,0.010857589509180952,0.011386795903163825,0.038356133819468896,0.09379963194449566,0.011697867824971933,0.016195783773176774,7.213292935140486,6.5873390083401775,20.69994573650887,18.19716479839578
82,0.0162177126715241,0.012467797112511983,0.0530244229566149,0.11208001527742742,0.01269659990093777,0.014117628990055427,6.804806410238194,6.363381128531809,21.07548966145704,17.892045457354527
83,0.01264599742118763,0.010679814960893548,0.06825686427826763,0.11660328352767035,0.008943396430711936,0.015958485914452925,7.179214328461059,6.15771599764683,21.31850763072478,17.800687074810405
84,0.016568258505394274,0.009622479803703144,0.043445157871882384,0.11793491846220856,0.007497405835229229,0.013611943371630849,6.851866364262856,6.100964981780091,20.077926662630407,19.043039851822993
85,0.01860429675442232,0.012795307301238547,0.04671924822590006,0.12439779005832917,0.010660825832123418,0.01796274832335578,7.083614069361006,6.32151290880698,19.7085641841775,17.391490377623256
86,0.010951871346252865,0.01404735459839334,0.036873813752176764,0.1359666479062673,0.012889335255365845,0.014572830516324943,7.465874671771563,6.228604403552541,19.806358939618406,18.770814658810973
87,0.01688418863761352,0.011583615625638113,0.039838006383929994,0.10734126282463136,0.01545466169470655,0.012753901692587246,7.181236120241861,6.278382675074287,21.136025965951433,18.344042031709954
88,0.016142053589963845,0.012507570241146277,0.03965129736232491,0.12493009492957521,0.007762599126052499,0.01880867768190973,7.058232838386229,6.330467095133586,20.665602199280304,18.601696496481537
89,0.010360150209082371,0.013164199184613033,0.040335400998298604,0.11112371749796189,0.011978475952837929,0.014202546952348238,7.220149306074817,6.315442857071328,19.322830077405772,18.47227208395338
90,0.01736823890540604,0.010916155384332929,0.03233637753447892,0.133707170161936,0.007492456809194786,0.012602692173518367,6.681459410135215,6.198818898048578,21.206893279762568,17.72802207682016
91,0.01650156405534038,0.01445955286742351,0.047601545508486616,0.11467199898305186,0.01188408731680776,0.016919549560688276,7.3086357314610995,6.223488175033792,21.167093336684722,18.485637362162436
92,0.015246631903323387,0.007398398417431167,0.03913287998494269,0.12077957467075762,0.017093750382163823,0.011506261610267257,6.844711264916108,6.388625405171643,20.154841532089016,17.46846021546309
93,0.013094546980355169,0.012785141117615173,0.0397653752404108,0.12030283522325787,0.012811398458937317,0.017688604971558268,6.691335956487622,6.039164660120271,20.67550635526831,18.633921254524296
94,0.011662454693747458,0.010119480663690606,0.02871111072913877,0.11682515093048515,0.01126308430490487,0.010348711288392409,6.891292825501715,6.137010225875191,19.853061078802853,18.547160878455703
95,0.017713952750581605,0.012048822727165861,0.033680115661886875,0.1382627446281174,0.014099580415582675,0.015610070629686999,6.8112831579694815,6.314863383095597,20.710314007661875,18.664380276507174
96,0.01257260564798729,0.013041568890320331,0.03666601835434089,0.12504737301075416,0.009111886974753982,0.016227079118202474,7.219068574822303,6.488164729917521,20.496208500939975,19.48202491748044
97,0.014051800628145624,0.009922932173697895,0.03913675488343569,0.10929031421318944,0.01308223672575105,0.013008087769058155,7.19237657298996,6.27365257834291,20.268725595859955,18.962090397287433
98,0.014502317030116094,0.008934122615714917,0.05249434723509408,0.12141033386275193,0.012074762529978583,0.01333794695218358,7.291234821415266,6.2262417948296775,21.140201277426293,18.00046811404607
99,0.013726767587417053,0.013163590674626217,0.033785105849771846,0.12611004772377948,0.010597794226989194,0.015287515596556398,6.900983170641036,6.086319336896444,19.242517343286142,18.660172433689524
